Wall time,Step,Value
1650335521.7264693,751,38.0
1650335522.0701997,752,145.0
1650335522.9599862,753,60.0
1650335529.815475,754,-974.0
1650335537.7421107,755,-1217.0
1650335549.902515,756,-2028.0
1650335550.55874,757,112.0
1650335551.975707,758,17.0
1650335552.4756763,759,116.0
1650335552.9373713,760,138.0
1650335553.2271788,761,156.0
1650335553.649035,762,146.0
1650335553.9146469,763,153.0
1650335554.543246,764,102.0
1650335555.0119812,765,127.0
1650335555.7931943,766,84.0
1650335556.090054,767,157.0
1650335556.7462757,768,100.0
1650335557.0743883,769,149.0
1650335557.3712504,770,154.0
1650335557.8087308,771,135.0
1650335558.2555885,772,128.0
1650335558.6461983,773,142.0
1650335559.0993006,774,133.0
1650335559.489909,775,139.0
1650335559.880518,776,140.0
1650335560.3336222,777,132.0
1650335560.692981,778,145.0
1650335561.029592,779,152.0
1650335561.85768,780,84.0
1650335562.3576632,781,127.0
1650335562.9045131,782,115.0
1650335563.4918694,783,115.0
1650335564.2500849,784,92.0
1650335564.8143175,785,113.0
1650335565.3611712,786,108.0
1650335565.6892765,787,154.0
1650335565.939271,788,155.0
1650335566.682107,789,76.0
1650335567.1352127,790,142.0
1650335567.603938,791,127.0
1650335568.0570464,792,127.0
1650335568.643694,793,116.0
1650335569.0967498,794,127.0
1650335572.980076,795,-550.0
1650335600.2470453,796,-5031.0
1650335606.0223389,797,-659.0
1650335625.3437004,798,-3513.0
1650335635.196859,799,-1191.0
1650335642.3329635,800,-642.0
1650335642.6923254,801,146.0
1650335643.122744,802,138.0
1650335645.0613842,803,-33.0
1650335645.7332318,804,98.0
1650335648.7262766,805,-182.0
1650335649.1949902,806,127.0
1650335650.6254315,807,43.0
1650335650.859767,808,167.0
1650335651.562862,809,96.0
1650335651.9690907,810,140.0
1650335652.2347233,811,161.0
1650335652.7925425,812,108.0
1650335653.1987686,813,136.0
1650335653.5268795,814,148.0
1650335653.8478227,815,149.0
1650335654.4259212,816,107.0
1650335654.691536,817,158.0
1650335655.2622848,818,105.0
1650335656.1684916,819,53.0
1650335656.9497216,820,76.0
1650335657.5214982,821,116.0
1650335657.771484,822,163.0
1650335658.5058253,823,83.0
1650335658.7644792,824,162.0
1650335658.9988523,825,162.0
1650335659.3514156,826,144.0
1650335660.132686,827,76.0
1650335660.7503214,828,103.0
1650335661.0784302,829,148.0
1650335661.500293,830,140.0
1650335662.1408873,831,98.0
1650335662.2971306,832,179.0
1650335663.0002258,833,81.0
1650335663.1720881,834,171.0
1650335664.305612,835,15.0
1650335669.0948813,836,-613.0
1650335669.4542508,837,137.0
1650335670.1104696,838,80.0
1650335670.704187,839,105.0
1650335671.3696032,840,94.0
1650335671.6778724,841,156.0
1650335671.9122384,842,160.0
1650335672.990317,843,28.0
1650335675.8517087,844,-262.0
1650335676.8287618,845,34.0
1650335677.4068613,846,105.0
1650335677.641228,847,161.0
1650335678.8997731,848,11.0
1650335679.6028376,849,88.0
1650335680.4778025,850,91.0
1650335680.9309056,851,127.0
1650335681.2121465,852,157.0
1650335681.7590034,853,114.0
1650335682.196483,854,130.0
1650335682.4464931,855,162.0
1650335682.8058279,856,145.0
1650335683.1964536,857,138.0
1650335683.7276666,858,119.0
1650335683.9547446,859,161.0
1650335684.189124,860,165.0
1650335684.5414348,861,146.0
1650335684.6820605,862,179.0
1650335685.1664102,863,121.0
1650335685.6507666,864,126.0
1650335685.9320033,865,155.0
1650335686.4944825,866,107.0
1650335686.7444677,867,161.0
1650335687.5569344,868,62.0
1650335688.0412915,869,122.0
1650335688.4006512,870,139.0
